,Date,year,month,day,flow
4771,2014-05-08,2014,5,8,"22,0202"
5435,2014-05-09,2014,5,9,"21,0442"
6099,2014-05-10,2014,5,10,"21,0442"
6763,2014-05-11,2014,5,11,"21,0442"
7427,2014-05-12,2014,5,12,"20,563"
8091,2014-05-13,2014,5,13,"20,563"
8755,2014-05-14,2014,5,14,"20,0865"
9419,2014-05-15,2014,5,15,"20,0865"
10083,2014-05-16,2014,5,16,"20,0865"
10747,2014-05-17,2014,5,17,"20,0865"
11411,2014-05-18,2014,5,18,"20,0865"
12075,2014-05-19,2014,5,19,"19,1443"
12739,2014-05-20,2014,5,20,"18,6919"
13403,2014-05-21,2014,5,21,"18,2438"
14067,2014-05-22,2014,5,22,"18,2438"
14731,2014-05-23,2014,5,23,"18,2438"
15395,2014-05-24,2014,5,24,"18,2438"
16059,2014-05-25,2014,5,25,"18,2438"
16723,2014-05-26,2014,5,26,"18,2438"
17387,2014-05-27,2014,5,27,"18,2438"
18051,2014-05-28,2014,5,28,"18,2438"
18715,2014-05-29,2014,5,29,"18,2438"
19379,2014-05-30,2014,5,30,"18,2438"
20043,2014-05-31,2014,5,31,"18,2438"
122,2014-06-01,2014,6,1,"18,2438"
786,2014-06-02,2014,6,2,"18,2438"
1450,2014-06-03,2014,6,3,"17,7999"
2114,2014-06-04,2014,6,4,"17,7999"
2778,2014-06-05,2014,6,5,"17,3603"
3442,2014-06-06,2014,6,6,"17,3603"
4106,2014-06-07,2014,6,7,"17,3603"
4770,2014-06-08,2014,6,8,"16,9249"
5434,2014-06-09,2014,6,9,"16,9249"
6098,2014-06-10,2014,6,10,"16,9249"
6762,2014-06-11,2014,6,11,"16,4939"
7426,2014-06-12,2014,6,12,"15,645"
8090,2014-06-13,2014,6,13,"15,645"
8754,2014-06-14,2014,6,14,"15,645"
9418,2014-06-15,2014,6,15,"15,645"
10082,2014-06-16,2014,6,16,"15,645"
10746,2014-06-17,2014,6,17,"15,645"
11410,2014-06-18,2014,6,18,"14,8136"
12074,2014-06-19,2014,6,19,"14,8136"
12738,2014-06-20,2014,6,20,"14,8136"
13402,2014-06-21,2014,6,21,"14,8136"
14066,2014-06-22,2014,6,22,"14,8136"
14730,2014-06-23,2014,6,23,"14,8136"
15394,2014-06-24,2014,6,24,"14,8136"
16058,2014-06-25,2014,6,25,"14,0"
16722,2014-06-26,2014,6,26,"14,0"
17386,2014-06-27,2014,6,27,"14,0"
18050,2014-06-28,2014,6,28,"14,0"
18714,2014-06-29,2014,6,29,"14,0"
19378,2014-06-30,2014,6,30,"14,0"
121,2014-07-01,2014,7,1,"14,0"
785,2014-07-02,2014,7,2,"14,0"
1449,2014-07-03,2014,7,3,"14,0"
2113,2014-07-04,2014,7,4,"13,2044"
2777,2014-07-05,2014,7,5,"13,2044"
3441,2014-07-06,2014,7,6,"12,8134"
4105,2014-07-07,2014,7,7,"12,8134"
4769,2014-07-08,2014,7,8,"12,4271"
5433,2014-07-09,2014,7,9,"12,4271"
6097,2014-07-10,2014,7,10,"12,4271"
6761,2014-07-11,2014,7,11,"12,4271"
7425,2014-07-12,2014,7,12,"11,6682"
8089,2014-07-13,2014,7,13,"11,6682"
8753,2014-07-14,2014,7,14,"11,6682"
9417,2014-07-15,2014,7,15,"11,6682"
10081,2014-07-16,2014,7,16,"11,6682"
10745,2014-07-17,2014,7,17,"11,6682"
11409,2014-07-18,2014,7,18,"11,6682"
12073,2014-07-19,2014,7,19,"11,2958"
12737,2014-07-20,2014,7,20,"11,2958"
13401,2014-07-21,2014,7,21,"11,2958"
14065,2014-07-22,2014,7,22,"11,2958"
14729,2014-07-23,2014,7,23,"11,2958"
15393,2014-07-24,2014,7,24,"11,2958"
16057,2014-07-25,2014,7,25,"13,2044"
16721,2014-07-26,2014,7,26,"17,3603"
17385,2014-07-27,2014,7,27,"19,6145"
18049,2014-07-28,2014,7,28,"23,5182"
18713,2014-07-29,2014,7,29,"19,6145"
19377,2014-07-30,2014,7,30,"18,2438"
20041,2014-07-31,2014,7,31,"16,0673"
120,2014-08-01,2014,8,1,"15,645"
784,2014-08-02,2014,8,2,"14,8136"
1448,2014-08-03,2014,8,3,"14,8136"
2112,2014-08-04,2014,8,4,"14,8136"
2776,2014-08-05,2014,8,5,"14,8136"
3440,2014-08-06,2014,8,6,"14,0"
4104,2014-08-07,2014,8,7,"12,8134"
4768,2014-08-08,2014,8,8,"12,4271"
5432,2014-08-09,2014,8,9,"12,0453"
6096,2014-08-10,2014,8,10,"11,6682"
6760,2014-08-11,2014,8,11,"10,9281"
7424,2014-08-12,2014,8,12,"10,9281"
8088,2014-08-13,2014,8,13,"10,9281"
8752,2014-08-14,2014,8,14,"10,9281"
9416,2014-08-15,2014,8,15,"10,9281"
10080,2014-08-16,2014,8,16,"10,2071"
10744,2014-08-17,2014,8,17,"10,2071"
11408,2014-08-18,2014,8,18,"9,8538"
12072,2014-08-19,2014,8,19,"9,5053"
12736,2014-08-20,2014,8,20,"9,1618"
13400,2014-08-21,2014,8,21,"8,8232"
14064,2014-08-22,2014,8,22,"8,161"
14728,2014-08-23,2014,8,23,"8,161"
15392,2014-08-24,2014,8,24,"8,161"
16056,2014-08-25,2014,8,25,"7,8375"
16720,2014-08-26,2014,8,26,"7,8375"
17384,2014-08-27,2014,8,27,"7,8375"
18048,2014-08-28,2014,8,28,"7,5191"
18712,2014-08-29,2014,8,29,"7,5191"
19376,2014-08-30,2014,8,30,"7,5191"
20040,2014-08-31,2014,8,31,"7,5191"
119,2014-09-01,2014,9,1,"7,5191"
783,2014-09-02,2014,9,2,"7,5191"
1447,2014-09-03,2014,9,3,"7,5191"
2111,2014-09-04,2014,9,4,"10,2071"
2775,2014-09-05,2014,9,5,"9,5053"
3439,2014-09-06,2014,9,6,"8,8232"
4103,2014-09-07,2014,9,7,"8,8232"
4767,2014-09-08,2014,9,8,"8,4896"
5431,2014-09-09,2014,9,9,"8,161"
6095,2014-09-10,2014,9,10,"7,8375"
6759,2014-09-11,2014,9,11,"7,2059"
7423,2014-09-12,2014,9,12,"6,2978"
8087,2014-09-13,2014,9,13,"5,7191"
8751,2014-09-14,2014,9,14,"5,438"
9415,2014-09-15,2014,9,15,"5,1624"
10079,2014-09-16,2014,9,16,"5,1624"
10743,2014-09-17,2014,9,17,"5,1624"
11407,2014-09-18,2014,9,18,"5,1624"
12071,2014-09-19,2014,9,19,"4,6282"
12735,2014-09-20,2014,9,20,"4,6282"
13399,2014-09-21,2014,9,21,"8,8232"
14063,2014-09-22,2014,9,22,"8,161"
14727,2014-09-23,2014,9,23,"8,161"
15391,2014-09-24,2014,9,24,"7,8375"
16055,2014-09-25,2014,9,25,"7,5191"
16719,2014-09-26,2014,9,26,"7,5191"
17383,2014-09-27,2014,9,27,"8,161"
18047,2014-09-28,2014,9,28,"8,161"
18711,2014-09-29,2014,9,29,"8,161"
19375,2014-09-30,2014,9,30,"9,5053"
118,2014-10-01,2014,10,1,"9,5053"
782,2014-10-02,2014,10,2,"10,2071"
1446,2014-10-03,2014,10,3,"9,1618"
2110,2014-10-04,2014,10,4,"8,4896"
2774,2014-10-05,2014,10,5,"8,161"
3438,2014-10-06,2014,10,6,"7,8375"
4102,2014-10-07,2014,10,7,"7,5191"
4766,2014-10-08,2014,10,8,"7,5191"
5430,2014-10-09,2014,10,9,"6,8979"
6094,2014-10-10,2014,10,10,"6,2978"
6758,2014-10-11,2014,10,11,"5,438"
7422,2014-10-12,2014,10,12,"5,1624"
8086,2014-10-13,2014,10,13,"4,6282"
8750,2014-10-14,2014,10,14,"4,3697"
9414,2014-10-15,2014,10,15,"4,3697"
10078,2014-10-16,2014,10,16,"4,117"
10742,2014-10-17,2014,10,17,"4,117"
11406,2014-10-18,2014,10,18,"3,6294"
12070,2014-10-19,2014,10,19,"3,6294"
12734,2014-10-20,2014,10,20,"4,6282"
13398,2014-10-21,2014,10,21,"4,6282"
14062,2014-10-22,2014,10,22,"4,6282"
14726,2014-10-23,2014,10,23,"4,3697"
15390,2014-10-24,2014,10,24,"4,3697"
16054,2014-10-25,2014,10,25,"4,6282"
16718,2014-10-26,2014,10,26,"4,6282"
17382,2014-10-27,2014,10,27,"4,8925"
18046,2014-10-28,2014,10,28,"5,1624"
18710,2014-10-29,2014,10,29,"5,1624"
19374,2014-10-30,2014,10,30,"5,1624"
20038,2014-10-31,2014,10,31,"5,1624"
117,2014-11-01,2014,11,1,"5,1624"
781,2014-11-02,2014,11,2,"5,438"
1445,2014-11-03,2014,11,3,"5,7191"
2109,2014-11-04,2014,11,4,"6,5952"
2773,2014-11-05,2014,11,5,"8,4896"
3437,2014-11-06,2014,11,6,"7,8375"
4101,2014-11-07,2014,11,7,"8,161"
4765,2014-11-08,2014,11,8,"7,5191"
5429,2014-11-09,2014,11,9,"7,8375"
6093,2014-11-10,2014,11,10,"9,8538"
6757,2014-11-11,2014,11,11,"11,2958"
7421,2014-11-12,2014,11,12,"22,0202"
8085,2014-11-13,2014,11,13,"21,0442"
8749,2014-11-14,2014,11,14,"19,6145"
9413,2014-11-15,2014,11,15,"10,9281"
10077,2014-11-16,2014,11,16,"9,5053"
10741,2014-11-17,2014,11,17,"7,5191"
11405,2014-11-18,2014,11,18,"7,5191"
12069,2014-11-19,2014,11,19,"6,5952"
12733,2014-11-20,2014,11,20,"7,5191"
13397,2014-11-21,2014,11,21,"6,8979"
14061,2014-11-22,2014,11,22,"6,8979"
14725,2014-11-23,2014,11,23,"8,161"
15389,2014-11-24,2014,11,24,"8,8232"
16053,2014-11-25,2014,11,25,"12,4271"
16717,2014-11-26,2014,11,26,"20,0865"
17381,2014-11-27,2014,11,27,"18,2438"
18045,2014-11-28,2014,11,28,"17,3603"
18709,2014-11-29,2014,11,29,"16,0673"
19373,2014-11-30,2014,11,30,"15,645"
116,2014-12-01,2014,12,1,"21,0442"
780,2014-12-02,2014,12,2,"31,605"
1444,2014-12-03,2014,12,3,"33,9252"
2108,2014-12-04,2014,12,4,"32,7566"
2772,2014-12-05,2014,12,5,"30,4704"
3436,2014-12-06,2014,12,6,"26,1044"
4100,2014-12-07,2014,12,7,"22,0202"
4764,2014-12-08,2014,12,8,"21,0442"
5428,2014-12-09,2014,12,9,"20,563"
6092,2014-12-10,2014,12,10,"22,0202"
6756,2014-12-11,2014,12,11,"35,7096"
7420,2014-12-12,2014,12,12,"47,8681"
8084,2014-12-13,2014,12,13,"49,9203"
8748,2014-12-14,2014,12,14,"40,6503"
9412,2014-12-15,2014,12,15,"33,3388"
10076,2014-12-16,2014,12,16,"31,605"
10740,2014-12-17,2014,12,17,"28,2526"
11404,2014-12-18,2014,12,18,"22,515"
12068,2014-12-19,2014,12,19,"24,0265"
12732,2014-12-20,2014,12,20,"23,5182"
13396,2014-12-21,2014,12,21,"24,0265"
14060,2014-12-22,2014,12,22,"24,0265"
14724,2014-12-23,2014,12,23,"23,0144"
15388,2014-12-24,2014,12,24,"22,0202"
16052,2014-12-25,2014,12,25,"20,563"
16716,2014-12-26,2014,12,26,"19,6145"
17380,2014-12-27,2014,12,27,"18,2438"
18044,2014-12-28,2014,12,28,"19,1443"
18708,2014-12-29,2014,12,29,"21,5299"
19372,2014-12-30,2014,12,30,"21,5299"
20036,2014-12-31,2014,12,31,"20,0865"
115,2015-01-01,2015,1,1,"19,1443"
779,2015-01-02,2015,1,2,"18,2438"
1443,2015-01-03,2015,1,3,"18,2438"
2107,2015-01-04,2015,1,4,"19,6145"
2771,2015-01-05,2015,1,5,"20,563"
3435,2015-01-06,2015,1,6,"20,563"
4099,2015-01-07,2015,1,7,"20,0865"
4763,2015-01-08,2015,1,8,"19,1443"
5427,2015-01-09,2015,1,9,"19,1443"
6091,2015-01-10,2015,1,10,"18,2438"
6755,2015-01-11,2015,1,11,"17,7999"
7419,2015-01-12,2015,1,12,"16,4939"
8083,2015-01-13,2015,1,13,"15,645"
8747,2015-01-14,2015,1,14,"15,2271"
9411,2015-01-15,2015,1,15,"14,4045"
10075,2015-01-16,2015,1,16,"13,5999"
10739,2015-01-17,2015,1,17,"13,5999"
11403,2015-01-18,2015,1,18,"13,2044"
12067,2015-01-19,2015,1,19,"13,2044"
12731,2015-01-20,2015,1,20,"12,4271"
13395,2015-01-21,2015,1,21,"12,4271"
14059,2015-01-22,2015,1,22,"16,0673"
14723,2015-01-23,2015,1,23,"20,563"
15387,2015-01-24,2015,1,24,"18,2438"
16051,2015-01-25,2015,1,25,"16,9249"
16715,2015-01-26,2015,1,26,"15,645"
17379,2015-01-27,2015,1,27,"15,645"
18043,2015-01-28,2015,1,28,"16,9249"
18707,2015-01-29,2015,1,29,"17,3603"
19371,2015-01-30,2015,1,30,"16,9249"
20035,2015-01-31,2015,1,31,"16,4939"
114,2015-02-01,2015,2,1,"16,0673"
778,2015-02-02,2015,2,2,"16,0673"
1442,2015-02-03,2015,2,3,"16,0673"
2106,2015-02-04,2015,2,4,"17,3603"
2770,2015-02-05,2015,2,5,"19,1443"
3434,2015-02-06,2015,2,6,"27,1698"
4098,2015-02-07,2015,2,7,"44,5271"
4762,2015-02-08,2015,2,8,"47,1109"
5426,2015-02-09,2015,2,9,"33,6563"
6090,2015-02-10,2015,2,10,"22,2545"
6754,2015-02-11,2015,2,11,"22,7273"
7418,2015-02-12,2015,2,12,"20,8563"
8082,2015-02-13,2015,2,13,"19,0399"
8746,2015-02-14,2015,2,14,"18,1527"
9410,2015-02-15,2015,2,15,"17,7145"
10074,2015-02-16,2015,2,16,"16,8487"
10738,2015-02-17,2015,2,17,"18,5946"
11402,2015-02-18,2015,2,18,"20,3971"
12066,2015-02-19,2015,2,19,"20,8563"
12730,2015-02-20,2015,2,20,"20,3971"
13394,2015-02-21,2015,2,21,"25,2133"
14058,2015-02-22,2015,2,22,"21,7851"
14722,2015-02-23,2015,2,23,"19,0399"
15386,2015-02-24,2015,2,24,"17,2798"
16050,2015-02-25,2015,2,25,"15,9977"
16714,2015-02-26,2015,2,26,"14,7491"
17378,2015-02-27,2015,2,27,"15,9977"
18042,2015-02-28,2015,2,28,"18,1527"
113,2015-03-01,2015,3,1,"20,8563"
777,2015-03-02,2015,3,2,"22,7273"
1441,2015-03-03,2015,3,3,"24,6864"
2105,2015-03-04,2015,3,4,"29,0286"
2769,2015-03-05,2015,3,5,"24,1641"
3433,2015-03-06,2015,3,6,"21,7851"
4097,2015-03-07,2015,3,7,"22,7273"
4761,2015-03-08,2015,3,8,"20,3971"
5425,2015-03-09,2015,3,9,"22,7273"
6089,2015-03-10,2015,3,10,"25,2133"
6753,2015-03-11,2015,3,11,"23,6828"
7417,2015-03-12,2015,3,12,"20,3971"
8081,2015-03-13,2015,3,13,"18,5946"
8745,2015-03-14,2015,3,14,"17,2798"
9409,2015-03-15,2015,3,15,"18,5946"
10073,2015-03-16,2015,3,16,"20,8563"
10737,2015-03-17,2015,3,17,"23,6828"
11401,2015-03-18,2015,3,18,"37,934"
12065,2015-03-19,2015,3,19,"37,31"
12729,2015-03-20,2015,3,20,"31,8879"
13393,2015-03-21,2015,3,21,"32,473"
14057,2015-03-22,2015,3,22,"37,934"
14721,2015-03-23,2015,3,23,"33,6563"
15385,2015-03-24,2015,3,24,"29,5916"
16049,2015-03-25,2015,3,25,"28,47"
16713,2015-03-26,2015,3,26,"26,2808"
17377,2015-03-27,2015,3,27,"25,2133"
18041,2015-03-28,2015,3,28,"23,2034"
18705,2015-03-29,2015,3,29,"21,319"
19369,2015-03-30,2015,3,30,"22,7273"
20033,2015-03-31,2015,3,31,"24,6864"
112,2015-04-01,2015,4,1,"23,6828"
776,2015-04-02,2015,4,2,"21,7851"
1440,2015-04-03,2015,4,3,"21,7851"
2104,2015-04-04,2015,4,4,"31,8879"
2768,2015-04-05,2015,4,5,"30,159"
3432,2015-04-06,2015,4,6,"42,4202"
4096,2015-04-07,2015,4,7,"47,7974"
4760,2015-04-08,2015,4,8,"46,4284"
5424,2015-04-09,2015,4,9,"35,4638"
6088,2015-04-10,2015,4,10,"30,7309"
6752,2015-04-11,2015,4,11,"27,916"
7416,2015-04-12,2015,4,12,"26,2808"
8080,2015-04-13,2015,4,13,"27,3664"
8744,2015-04-14,2015,4,14,"34,857"
9408,2015-04-15,2015,4,15,"34,857"
10072,2015-04-16,2015,4,16,"32,473"
10736,2015-04-17,2015,4,17,"30,7309"
11400,2015-04-18,2015,4,18,"29,0286"
12064,2015-04-19,2015,4,19,"27,916"
12728,2015-04-20,2015,4,20,"26,8213"
13392,2015-04-21,2015,4,21,"25,7448"
14056,2015-04-22,2015,4,22,"24,6864"
14720,2015-04-23,2015,4,23,"24,1641"
15384,2015-04-24,2015,4,24,"23,6828"
16048,2015-04-25,2015,4,25,"31,8879"
16712,2015-04-26,2015,4,26,"26,8213"
17376,2015-04-27,2015,4,27,"26,2808"
18040,2015-04-28,2015,4,28,"25,2133"
18704,2015-04-29,2015,4,29,"24,1641"
19368,2015-04-30,2015,4,30,"23,2034"
111,2015-05-01,2015,5,1,"22,2545"
775,2015-05-02,2015,5,2,"21,319"
1439,2015-05-03,2015,5,3,"21,319"
2103,2015-05-04,2015,5,4,"21,319"
2767,2015-05-05,2015,5,5,"21,319"
3431,2015-05-06,2015,5,6,"23,2034"
4095,2015-05-07,2015,5,7,"22,7273"
4759,2015-05-08,2015,5,8,"21,319"
5423,2015-05-09,2015,5,9,"20,8563"
6087,2015-05-10,2015,5,10,"20,3971"
6751,2015-05-11,2015,5,11,"25,2133"
7415,2015-05-12,2015,5,12,"24,1641"
8079,2015-05-13,2015,5,13,"23,6828"
8743,2015-05-14,2015,5,14,"23,2034"
9407,2015-05-15,2015,5,15,"22,2545"
10071,2015-05-16,2015,5,16,"21,7851"
10735,2015-05-17,2015,5,17,"21,319"
11399,2015-05-18,2015,5,18,"21,319"
12063,2015-05-19,2015,5,19,"20,3971"
12727,2015-05-20,2015,5,20,"20,3971"
13391,2015-05-21,2015,5,21,"20,3971"
14055,2015-05-22,2015,5,22,"20,3971"
14719,2015-05-23,2015,5,23,"19,9412"
15383,2015-05-24,2015,5,24,"19,4888"
16047,2015-05-25,2015,5,25,"19,4888"
16711,2015-05-26,2015,5,26,"19,4888"
17375,2015-05-27,2015,5,27,"19,4888"
18039,2015-05-28,2015,5,28,"19,0399"
18703,2015-05-29,2015,5,29,"19,0399"
19367,2015-05-30,2015,5,30,"18,5946"
20031,2015-05-31,2015,5,31,"18,1527"
110,2015-06-01,2015,6,1,"17,7145"
774,2015-06-02,2015,6,2,"18,1527"
1438,2015-06-03,2015,6,3,"19,0399"
2102,2015-06-04,2015,6,4,"20,8563"
2766,2015-06-05,2015,6,5,"18,5946"
3430,2015-06-06,2015,6,6,"18,1527"
4094,2015-06-07,2015,6,7,"18,1527"
4758,2015-06-08,2015,6,8,"17,7145"
5422,2015-06-09,2015,6,9,"17,7145"
6086,2015-06-10,2015,6,10,"16,8487"
6750,2015-06-11,2015,6,11,"16,8487"
7414,2015-06-12,2015,6,12,"16,4214"
8078,2015-06-13,2015,6,13,"15,9977"
8742,2015-06-14,2015,6,14,"15,1615"
9406,2015-06-15,2015,6,15,"15,5777"
10070,2015-06-16,2015,6,16,"14,7491"
10734,2015-06-17,2015,6,17,"14,7491"
11398,2015-06-18,2015,6,18,"14,7491"
12062,2015-06-19,2015,6,19,"14,7491"
12726,2015-06-20,2015,6,20,"14,7491"
13390,2015-06-21,2015,6,21,"14,7491"
14054,2015-06-22,2015,6,22,"14,3405"
14718,2015-06-23,2015,6,23,"14,3405"
15382,2015-06-24,2015,6,24,"14,3405"
16046,2015-06-25,2015,6,25,"14,3405"
16710,2015-06-26,2015,6,26,"14,3405"
17374,2015-06-27,2015,6,27,"14,3405"
18038,2015-06-28,2015,6,28,"13,5349"
18702,2015-06-29,2015,6,29,"13,5349"
19366,2015-06-30,2015,6,30,"13,5349"
109,2015-07-01,2015,7,1,"13,5349"
773,2015-07-02,2015,7,2,"13,5349"
1437,2015-07-03,2015,7,3,"13,5349"
2101,2015-07-04,2015,7,4,"13,5349"
2765,2015-07-05,2015,7,5,"13,5349"
3429,2015-07-06,2015,7,6,"13,5349"
4093,2015-07-07,2015,7,7,"13,5349"
4757,2015-07-08,2015,7,8,"13,9357"
5421,2015-07-09,2015,7,9,"15,9977"
6085,2015-07-10,2015,7,10,"15,1615"
6749,2015-07-11,2015,7,11,"14,3405"
7413,2015-07-12,2015,7,12,"13,9357"
8077,2015-07-13,2015,7,13,"13,138"
8741,2015-07-14,2015,7,14,"12,7451"
9405,2015-07-15,2015,7,15,"12,7451"
10069,2015-07-16,2015,7,16,"11,5905"
10733,2015-07-17,2015,7,17,"11,2139"
11397,2015-07-18,2015,7,18,"11,2139"
12061,2015-07-19,2015,7,19,"11,2139"
12725,2015-07-20,2015,7,20,"10,4732"
13389,2015-07-21,2015,7,21,"10,4732"
14053,2015-07-22,2015,7,22,"9,7497"
14717,2015-07-23,2015,7,23,"9,7497"
15381,2015-07-24,2015,7,24,"9,0437"
16045,2015-07-25,2015,7,25,"9,0437"
16709,2015-07-26,2015,7,26,"9,0437"
17373,2015-07-27,2015,7,27,"9,0437"
18037,2015-07-28,2015,7,28,"9,0437"
18701,2015-07-29,2015,7,29,"9,0437"
19365,2015-07-30,2015,7,30,"9,0437"
20029,2015-07-31,2015,7,31,"9,0437"
108,2015-08-01,2015,8,1,"9,0437"
772,2015-08-02,2015,8,2,"9,0437"
1436,2015-08-03,2015,8,3,"8,3557"
2100,2015-08-04,2015,8,4,"8,3557"
2764,2015-08-05,2015,8,5,"8,3557"
3428,2015-08-06,2015,8,6,"8,3557"
4092,2015-08-07,2015,8,7,"8,3557"
4756,2015-08-08,2015,8,8,"8,3557"
5420,2015-08-09,2015,8,9,"8,3557"
6084,2015-08-10,2015,8,10,"8,3557"
6748,2015-08-11,2015,8,11,"8,3557"
7412,2015-08-12,2015,8,12,"8,3557"
8076,2015-08-13,2015,8,13,"8,3557"
8740,2015-08-14,2015,8,14,"8,3557"
9404,2015-08-15,2015,8,15,"8,3557"
10068,2015-08-16,2015,8,16,"7,6862"
10732,2015-08-17,2015,8,17,"7,6862"
11396,2015-08-18,2015,8,18,"7,6862"
12060,2015-08-19,2015,8,19,"7,6862"
12724,2015-08-20,2015,8,20,"7,6862"
13388,2015-08-21,2015,8,21,"7,0356"
14052,2015-08-22,2015,8,22,"7,0356"
14716,2015-08-23,2015,8,23,"7,0356"
15380,2015-08-24,2015,8,24,"6,4046"
16044,2015-08-25,2015,8,25,"6,4046"
16708,2015-08-26,2015,8,26,"6,4046"
17372,2015-08-27,2015,8,27,"6,4046"
18036,2015-08-28,2015,8,28,"5,7938"
18700,2015-08-29,2015,8,29,"5,7938"
19364,2015-08-30,2015,8,30,"5,7938"
20028,2015-08-31,2015,8,31,"5,7938"
107,2015-09-01,2015,9,1,"5,2038"
771,2015-09-02,2015,9,2,"5,2038"
1435,2015-09-03,2015,9,3,"5,2038"
2099,2015-09-04,2015,9,4,"5,2038"
2763,2015-09-05,2015,9,5,"5,2038"
3427,2015-09-06,2015,9,6,"4,6353"
4091,2015-09-07,2015,9,7,"4,6353"
4755,2015-09-08,2015,9,8,"4,6353"
5419,2015-09-09,2015,9,9,"6,7177"
6083,2015-09-10,2015,9,10,"6,4046"
6747,2015-09-11,2015,9,11,"7,6862"
7411,2015-09-12,2015,9,12,"8,3557"
8075,2015-09-13,2015,9,13,"7,6862"
8739,2015-09-14,2015,9,14,"7,6862"
9403,2015-09-15,2015,9,15,"7,6862"
10067,2015-09-16,2015,9,16,"7,0356"
10731,2015-09-17,2015,9,17,"7,0356"
11395,2015-09-18,2015,9,18,"6,4046"
12059,2015-09-19,2015,9,19,"6,4046"
12723,2015-09-20,2015,9,20,"5,7938"
13387,2015-09-21,2015,9,21,"5,7938"
14051,2015-09-22,2015,9,22,"5,2038"
14715,2015-09-23,2015,9,23,"5,2038"
15379,2015-09-24,2015,9,24,"5,2038"
16043,2015-09-25,2015,9,25,"5,2038"
16707,2015-09-26,2015,9,26,"5,2038"
17371,2015-09-27,2015,9,27,"4,9168"
18035,2015-09-28,2015,9,28,"4,6353"
18699,2015-09-29,2015,9,29,"4,6353"
19363,2015-09-30,2015,9,30,"4,6353"
106,2015-10-01,2015,10,1,"4,6353"
770,2015-10-02,2015,10,2,"4,6353"
1434,2015-10-03,2015,10,3,"4,6353"
2098,2015-10-04,2015,10,4,"4,6353"
2762,2015-10-05,2015,10,5,"4,0893"
3426,2015-10-06,2015,10,6,"4,0893"
4090,2015-10-07,2015,10,7,"4,0893"
4754,2015-10-08,2015,10,8,"4,0893"
5418,2015-10-09,2015,10,9,"4,3595"
6082,2015-10-10,2015,10,10,"4,3595"
6746,2015-10-11,2015,10,11,"4,3595"
7410,2015-10-12,2015,10,12,"3,8251"
8074,2015-10-13,2015,10,13,"3,5667"
8738,2015-10-14,2015,10,14,"2,8291"
9402,2015-10-15,2015,10,15,"2,5962"
10066,2015-10-16,2015,10,16,"2,5962"
10730,2015-10-17,2015,10,17,"2,151"
11394,2015-10-18,2015,10,18,"2,151"
12058,2015-10-19,2015,10,19,"1,7347"
12722,2015-10-20,2015,10,20,"1,3496"
13386,2015-10-21,2015,10,21,"1,1694"
14050,2015-10-22,2015,10,22,"1,1694"
14714,2015-10-23,2015,10,23,"2,5962"
15378,2015-10-24,2015,10,24,"2,5962"
16042,2015-10-25,2015,10,25,"3,3146"
16706,2015-10-26,2015,10,26,"10,4732"
17370,2015-10-27,2015,10,27,"11,2139"
18034,2015-10-28,2015,10,28,"10,8414"
18698,2015-10-29,2015,10,29,"8,6974"
19362,2015-10-30,2015,10,30,"5,4961"
20026,2015-10-31,2015,10,31,"5,4961"
105,2015-11-01,2015,11,1,"5,7938"
769,2015-11-02,2015,11,2,"9,7497"
1433,2015-11-03,2015,11,3,"8,6974"
2097,2015-11-04,2015,11,4,"8,6974"
2761,2015-11-05,2015,11,5,"10,4732"
3425,2015-11-06,2015,11,6,"11,9713"
4089,2015-11-07,2015,11,7,"12,3561"
4753,2015-11-08,2015,11,8,"6,0966"
5417,2015-11-09,2015,11,9,"5,7938"
6081,2015-11-10,2015,11,10,"5,2038"
6745,2015-11-11,2015,11,11,"4,9168"
7409,2015-11-12,2015,11,12,"4,6353"
8073,2015-11-13,2015,11,13,"4,6353"
8737,2015-11-14,2015,11,14,"4,0893"
9401,2015-11-15,2015,11,15,"4,0893"
10065,2015-11-16,2015,11,16,"4,0893"
10729,2015-11-17,2015,11,17,"4,0893"
11393,2015-11-18,2015,11,18,"4,6353"
12057,2015-11-19,2015,11,19,"5,7938"
12721,2015-11-20,2015,11,20,"5,2038"
13385,2015-11-21,2015,11,21,"4,9168"
14049,2015-11-22,2015,11,22,"4,6353"
14713,2015-11-23,2015,11,23,"4,6353"
15377,2015-11-24,2015,11,24,"6,0966"
16041,2015-11-25,2015,11,25,"9,0437"
16705,2015-11-26,2015,11,26,"8,6974"
17369,2015-11-27,2015,11,27,"7,0356"
18033,2015-11-28,2015,11,28,"11,5905"
18697,2015-11-29,2015,11,29,"12,7451"
19361,2015-11-30,2015,11,30,"12,7451"
104,2015-12-01,2015,12,1,"22,7273"
768,2015-12-02,2015,12,2,"22,2545"
1432,2015-12-03,2015,12,3,"23,2034"
2096,2015-12-04,2015,12,4,"19,0399"
2760,2015-12-05,2015,12,5,"14,7491"
3424,2015-12-06,2015,12,6,"11,2139"
4088,2015-12-07,2015,12,7,"10,8414"
4752,2015-12-08,2015,12,8,"11,2139"
5416,2015-12-09,2015,12,9,"11,2139"
6080,2015-12-10,2015,12,10,"9,7497"
6744,2015-12-11,2015,12,11,"11,5905"
7408,2015-12-12,2015,12,12,"11,2139"
8072,2015-12-13,2015,12,13,"12,3561"
8736,2015-12-14,2015,12,14,"11,2139"
9400,2015-12-15,2015,12,15,"11,2139"
